312,108.0,Green Collection,84,Blah Blah Blah,833,Tropical Sheep,Post-Punk,11/26/2008 01:52:57 AM
313,109.0,Stripey Collection,84,Blah Blah Blah,141,Think Things Of You,Post-Punk,11/26/2008 01:52:58 AM
314,108.0,Green Collection,84,Blah Blah Blah,142,Daisey Chains,Post-Punk,11/26/2008 01:53:01 AM
315,110.0,Gold Collection,84,Blah Blah Blah,383,Interference,Post-Punk,11/26/2008 01:53:04 AM
316,110.0,Gold Collection,84,Blah Blah Blah,156,Itching in my pants,Post-Punk,11/26/2008 01:53:07 AM
317,109.0,Stripey Collection,84,Blah Blah Blah,322,Very Nice,Post-Punk,11/26/2008 01:53:08 AM
318,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,209,1-2-3-4,Post-Punk,11/26/2008 01:53:11 AM
319,108.0,Green Collection,84,Blah Blah Blah,422,Complete Shakespeare,Post-Punk,11/26/2008 01:53:12 AM
320,110.0,Gold Collection,84,Blah Blah Blah,406,The Natives are Restless,Post-Punk,11/26/2008 01:53:14 AM
321,109.0,Stripey Collection,84,Blah Blah Blah,693,Heart Attack,Post-Punk,11/26/2008 01:53:19 AM
322,108.0,Green Collection,84,Blah Blah Blah,386,Shopping Bag,Post-Punk,11/26/2008 01:53:22 AM
323,108.0,Green Collection,84,Blah Blah Blah,171,Crocodile Song,Post-Punk,11/26/2008 01:53:24 AM
324,109.0,Stripey Collection,84,Blah Blah Blah,185,I just don't know,Post-Punk,11/26/2008 01:53:27 AM
325,110.0,Gold Collection,84,Blah Blah Blah,300,Liquidizing Chickens,Post-Punk,11/26/2008 01:53:29 AM
326,109.0,Stripey Collection,84,Blah Blah Blah,286,Burn,Post-Punk,11/26/2008 01:53:32 AM
327,109.0,Stripey Collection,84,Blah Blah Blah,234,Hands Beckoning,Post-Punk,11/26/2008 01:53:33 AM
328,109.0,Stripey Collection,84,Blah Blah Blah,328,Central Park,Post-Punk,11/26/2008 01:53:37 AM
331,108.0,Green Collection,84,Blah Blah Blah,187,Weatherman,Post-Punk,11/26/2008 01:53:46 AM
332,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,139,39th floor Club,Post-Punk,11/26/2008 01:53:49 AM
333,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,423,Blah intro,Post-Punk,11/26/2008 01:53:51 AM
334,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,405,Blahpunk,Post-Punk,11/26/2008 01:53:53 AM
335,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,303,Bored,Post-Punk,11/26/2008 01:53:57 AM
336,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,226,Breeder,Post-Punk,11/26/2008 01:53:59 AM
337,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,279,Brian's Garage,Post-Punk,11/26/2008 01:54:02 AM
338,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,196,Cabages in the sunset,Post-Punk,11/26/2008 01:54:06 AM
339,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,177,Chimpanzees disease,Post-Punk,11/26/2008 01:54:08 AM
340,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,363,Circles in London,Post-Punk,11/26/2008 01:54:10 AM
341,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,1498,Count Dracula's castle,Post-Punk,11/26/2008 01:54:11 AM
342,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,240,Crash,Post-Punk,11/26/2008 01:54:13 AM
343,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,5683,Cybernetics,Post-Punk,11/26/2008 01:54:15 AM
344,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,190,Denver,Post-Punk,11/26/2008 01:54:16 AM
345,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,326,Ding dang (skat),Post-Punk,11/26/2008 01:54:18 AM
346,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,252,Disco Ghoul,Post-Punk,11/26/2008 01:54:21 AM
347,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,202,Down in the pits again,Post-Punk,11/26/2008 01:54:23 AM
348,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,132,Excretia,Post-Punk,11/26/2008 01:54:25 AM
350,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,168,Gotta Go,Post-Punk,11/26/2008 01:54:29 AM
351,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,269,Hippopotamus,Post-Punk,11/26/2008 01:54:31 AM
352,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,609,In Arabia,Post-Punk,11/26/2008 01:54:35 AM
353,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,212,In my Grandfather's Clock,Post-Punk,11/26/2008 01:54:37 AM
354,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,186,Julie Andrews,Post-Punk,11/26/2008 01:54:39 AM
355,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,133,Just you wait and see,Post-Punk,11/26/2008 01:54:42 AM
356,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,179,Little White Boxes,Post-Punk,11/26/2008 01:54:44 AM
359,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,130,My Room,Post-Punk,11/26/2008 01:54:51 AM
361,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,140,Red coated young girlfriend,Post-Punk,11/26/2008 01:54:57 AM
362,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,131,Starsigns,Post-Punk,11/26/2008 01:54:59 AM
363,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,184,Sugar Bowl,Post-Punk,11/26/2008 01:55:02 AM
364,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,113,Sunspot activity,Post-Punk,11/26/2008 01:55:04 AM
365,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,445,The Sound of Music,Post-Punk,11/26/2008 01:55:06 AM
366,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,141,The Swamp,Post-Punk,11/26/2008 01:55:09 AM
367,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,139,There goes my greenhouse,Post-Punk,11/26/2008 01:55:11 AM
368,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,3572,Vampires,Post-Punk,11/26/2008 01:55:14 AM
369,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,2366,Whistle while you work,Post-Punk,11/26/2008 01:55:19 AM
370,112.0,30th Anniversary Blah Blah Blah,84,Blah Blah Blah,173,Why didn't Nero?,Post-Punk,11/26/2008 01:55:21 AM
384,116.0,Summer Set,86,Blanketship,1343,Baja Jones,Electronic,11/26/2008 01:56:14 AM
386,116.0,Summer Set,86,Blanketship,1630,Clapartroach,Electronic,11/26/2008 01:56:22 AM
387,116.0,Summer Set,86,Blanketship,1387,I wish I wish,Electronic,11/26/2008 01:56:26 AM
396,1697.0,On the Back of a Dying Beast: Volume 1,90,Borful Tang,808,Juggernaut Soliloquy,Electronic,11/26/2008 01:57:06 AM
397,1697.0,On the Back of a Dying Beast: Volume 1,90,Borful Tang,3102,The Tides Of Land,Electronic,11/26/2008 01:57:15 AM
398,122.0,Root,90,Borful Tang,1957,Borful Tang Loves Nomeansno,Electronic,11/26/2008 01:57:19 AM
399,122.0,Root,90,Borful Tang,1876,ELI,Electronic,11/26/2008 01:57:22 AM
400,1697.0,On the Back of a Dying Beast: Volume 1,90,Borful Tang,2864,Electronic Interlude VI,Electronic,11/26/2008 01:57:28 AM
401,1697.0,On the Back of a Dying Beast: Volume 1,90,Borful Tang,2163,Modesto,Electronic,11/26/2008 01:57:34 AM
402,1697.0,On the Back of a Dying Beast: Volume 1,90,Borful Tang,1508,Oh Kap Soon,Electronic,11/26/2008 01:57:43 AM
403,123.0,split with Sunshine Militant Children's Hour,90,Borful Tang,2582,Roach,Electronic,11/26/2008 01:57:49 AM
404,1697.0,On the Back of a Dying Beast: Volume 1,90,Borful Tang,1478,Wonder Inn,Electronic,11/26/2008 01:57:52 AM
405,122.0,Root,90,Borful Tang,1458,Majestic Shuffle,Electronic,11/26/2008 01:57:59 AM
406,1697.0,On the Back of a Dying Beast: Volume 1,90,Borful Tang,1369,ELI,Electronic,11/26/2008 01:58:05 AM
407,122.0,Root,90,Borful Tang,713,Soundclash At Wonder Inn (ft. Qulfus),Electronic,11/26/2008 01:58:12 AM
408,123.0,split with Sunshine Militant Children's Hour,90,Borful Tang,1093,The Tides Of Land,Electronic,11/26/2008 01:58:15 AM
410,122.0,Root,90,Borful Tang,754,Lost on the Eastern Side of the Island,Electronic,11/26/2008 01:58:23 AM
411,122.0,Root,90,Borful Tang,625,Orp,Electronic,11/26/2008 01:58:27 AM
412,122.0,Root,90,Borful Tang,454,John And Mary - The Meeting,Electronic,11/26/2008 01:58:30 AM
414,122.0,Root,90,Borful Tang,3930,John And Mary - The Restaurant,Electronic,11/26/2008 01:58:35 AM
416,122.0,Root,90,Borful Tang,996,Smyrna Snow Walk,Electronic,11/26/2008 01:58:43 AM
461,132.0,blissblood.com,97,Cantonement Jazz Band,8950,Bessemer,Blues,11/26/2008 02:01:19 AM
462,132.0,blissblood.com,97,Cantonement Jazz Band,8485,Has Been Blues,Blues,11/26/2008 02:01:21 AM
463,132.0,blissblood.com,97,Cantonement Jazz Band,8026,I'll Be Blue,Blues,11/26/2008 02:01:24 AM
464,132.0,blissblood.com,97,Cantonement Jazz Band,13845,The Way I Feel Today,Blues,11/26/2008 02:01:28 AM
465,132.0,blissblood.com,97,Cantonement Jazz Band,9670,Thinking Of You,Blues,11/26/2008 02:01:30 AM
532,141.0,The Thrush,100,Chandeliers,533,Big League,Electronic,11/26/2008 02:03:48 AM
533,141.0,The Thrush,100,Chandeliers,1185,Mango Tree,Electronic,11/26/2008 02:03:50 AM
534,142.0,One Mind,101,Charles Manson,1875,I Can See You,Folk,11/26/2008 02:03:52 AM
535,142.0,One Mind,101,Charles Manson,954,Angels Fear To Tread,Folk,11/26/2008 02:03:54 AM
536,142.0,One Mind,101,Charles Manson,843,Riding On Your Fears,Folk,11/26/2008 02:03:55 AM
537,142.0,One Mind,101,Charles Manson,911,I Don't Need Water Sprinklers In The Desert,Folk,11/26/2008 02:03:57 AM
538,142.0,One Mind,101,Charles Manson,845,Your Magic Motion,Folk,11/26/2008 02:04:00 AM
539,142.0,One Mind,101,Charles Manson,675,Whoever You Are,Folk,11/26/2008 02:04:02 AM
540,142.0,One Mind,101,Charles Manson,1757,The Black Pirate,Folk,11/26/2008 02:04:03 AM
541,142.0,One Mind,101,Charles Manson,800,So We Go Again,Folk,11/26/2008 02:04:06 AM
542,142.0,One Mind,101,Charles Manson,738,Self Is Eternal (What Our World Will Be),Folk,11/26/2008 02:04:08 AM
543,142.0,One Mind,101,Charles Manson,715,Sometimes It Works Just Right,Folk,11/26/2008 02:04:11 AM
544,142.0,One Mind,101,Charles Manson,855,Sweet Words,Folk,11/26/2008 02:04:12 AM
545,142.0,One Mind,101,Charles Manson,532,Interpretations,Folk,11/26/2008 02:04:17 AM
546,142.0,One Mind,101,Charles Manson,1826,If You Have No One,Folk,11/26/2008 02:04:18 AM
547,142.0,One Mind,101,Charles Manson,670,I Keep On Wondering (Interrupted),Folk,11/26/2008 02:04:20 AM
548,142.0,One Mind,101,Charles Manson,536,1967- Mac Brother,Folk,11/26/2008 02:04:23 AM
549,142.0,One Mind,101,Charles Manson,939,"Venice, CA",Folk,11/26/2008 02:04:24 AM
550,143.0,Unreleased,102,Chief Boima,2933,Cello Duet No. 1,Electronic,11/26/2008 02:04:26 AM
562,148.0,Cinwaves,105,Cinwaves,495,Ex Lucky,Rock,11/26/2008 02:05:10 AM
563,148.0,Cinwaves,105,Cinwaves,311,Dumb Me Down,Rock,11/26/2008 02:05:11 AM
564,148.0,Cinwaves,105,Cinwaves,998,The Sugar Society,Rock,11/26/2008 02:05:14 AM
565,148.0,Cinwaves,105,Cinwaves,577,Sophia,Rock,11/26/2008 02:05:16 AM
566,148.0,Cinwaves,105,Cinwaves,707,Jasmine,Rock,11/26/2008 02:05:18 AM
567,148.0,Cinwaves,105,Cinwaves,431,Liberty's Bell,Rock,11/26/2008 02:05:20 AM
568,148.0,Cinwaves,105,Cinwaves,428,Disconnect,Rock,11/26/2008 02:05:23 AM
569,148.0,Cinwaves,105,Cinwaves,553,Shadow Law,Rock,11/26/2008 02:05:25 AM
570,148.0,Cinwaves,105,Cinwaves,410,Old Route 13,Rock,11/26/2008 02:05:27 AM
571,148.0,Cinwaves,105,Cinwaves,404,Medicine Chant,Rock,11/26/2008 02:05:30 AM
572,148.0,Cinwaves,105,Cinwaves,413,Awaken,Rock,11/26/2008 02:05:31 AM
573,149.0,Babylon Rules,106,Clockcleaner,1150,When My Ship Comes In,Punk,11/26/2008 02:05:34 AM
574,149.0,Babylon Rules,106,Clockcleaner,3169,Caliente Queen,Punk,11/26/2008 02:05:38 AM
579,151.0,CoCoComa,108,CoCoComa,525,(Tryin' To) Read My Mind,Punk,11/26/2008 02:05:54 AM
580,151.0,CoCoComa,108,CoCoComa,405,Premonition,Punk,11/26/2008 02:05:56 AM
602,1692.0,Clones of Eros,122,Dora Bleu,1262,Disappearing,Folk,11/26/2008 02:07:10 AM
603,1692.0,Clones of Eros,122,Dora Bleu,843,Lover of Nightmares,Folk,11/26/2008 02:07:13 AM
604,168.0,12 December 2007,122,Dora Bleu,855,Real Prisons,Folk,11/26/2008 02:07:16 AM
605,169.0,Double Dagger,123,Double Dagger,1774,I Was So Bored I Wanted To Hang Myself On The Dancefloor,Rock,11/26/2008 02:07:18 AM
606,1703.0,Double Dagger demo,123,Double Dagger,1226,Attack of the Clones,Rock,11/26/2008 02:07:19 AM
607,1703.0,Double Dagger demo,123,Double Dagger,1620,Clare (Undone),Rock,11/26/2008 02:07:21 AM
608,169.0,Double Dagger,123,Double Dagger,1980,Punk Rock vs. Swiss Modernism,Rock,11/26/2008 02:07:21 AM
609,170.0,Ragged Rubble,123,Double Dagger,729,The Psychic,Rock,11/26/2008 02:07:22 AM
610,171.0,"""rebukes!""",124,Dragging an Ox Through Water,1092,Aces,Folk,11/26/2008 02:07:25 AM
611,172.0,Dragging an Ox Through Water - S/T3INCH,124,Dragging an Ox Through Water,796,Bowl of Salt,Folk,11/26/2008 02:07:26 AM
612,173.0,The Tropics of Phenomenon,124,Dragging an Ox Through Water,988,Snowbank Treatment,Folk,11/26/2008 02:07:27 AM
617,176.0,Viridian City,127,Ed Askew,807,Burning Buddhas,Folk,11/26/2008 02:07:49 AM
618,176.0,Viridian City,127,Ed Askew,875,Smoke,Folk,11/26/2008 02:07:52 AM
619,176.0,Viridian City,127,Ed Askew,1492,Pebble Beach,Folk,11/26/2008 02:07:55 AM
620,176.0,Viridian City,127,Ed Askew,1853,Arabesque,Folk,11/26/2008 02:07:58 AM
621,177.0,Rainy Day Song,127,Ed Askew,1252,Blue Eyed Baby,Folk,11/26/2008 02:08:00 AM
622,176.0,Viridian City,127,Ed Askew,624,Paper Cup,Folk,11/26/2008 02:08:04 AM
623,176.0,Viridian City,127,Ed Askew,886,The Cup Bearer (Jony Mede),Folk,11/26/2008 02:08:09 AM
624,176.0,Viridian City,127,Ed Askew,819,Made In The City,Folk,11/26/2008 02:08:13 AM
625,177.0,Rainy Day Song,127,Ed Askew,1625,Climbing To The Top,Folk,11/26/2008 02:08:17 AM
626,176.0,Viridian City,127,Ed Askew,639,At Home In The Factory,Folk,11/26/2008 02:08:22 AM
627,176.0,Viridian City,127,Ed Askew,734,Black Bird,Folk,11/26/2008 02:08:26 AM
628,176.0,Viridian City,127,Ed Askew,511,Friday Night,Folk,11/26/2008 02:08:30 AM
629,176.0,Viridian City,127,Ed Askew,1398,Dancing On Water,Folk,11/26/2008 02:08:36 AM
630,176.0,Viridian City,127,Ed Askew,800,The City,Folk,11/26/2008 02:08:40 AM
631,176.0,Viridian City,127,Ed Askew,1370,Buddha Smiles,Folk,11/26/2008 02:08:43 AM
633,179.0,"Funeral Home Session 7""",128,El Jesus De Magico,997,Indian Giver,Rock,11/26/2008 02:08:49 AM
634,179.0,"Funeral Home Session 7""",128,El Jesus De Magico,817,LGNO,Rock,11/26/2008 02:08:50 AM
635,179.0,"Funeral Home Session 7""",128,El Jesus De Magico,1288,Xmas at Wounded Knee,Rock,11/26/2008 02:08:54 AM
641,184.0,Spree: An Escape From Reality,133,Ethan Persoff,812,Side One - Introduction,Electronic,11/26/2008 02:09:58 AM
642,185.0,SNAP!,133,Ethan Persoff,1136,SNAP! (side one of two),Electronic,11/26/2008 02:10:02 AM
643,184.0,Spree: An Escape From Reality,133,Ethan Persoff,416,Side One - The Talent Contest,Electronic,11/26/2008 02:10:06 AM
644,185.0,SNAP!,133,Ethan Persoff,573,SNAP! (side two of two),Electronic,11/26/2008 02:10:12 AM
645,184.0,Spree: An Escape From Reality,133,Ethan Persoff,670,Side One - Dear Mr. Depieu,Electronic,11/26/2008 02:10:19 AM
646,184.0,Spree: An Escape From Reality,133,Ethan Persoff,730,Side One - Reprise / The Bullshit Business Proposal / (end),Electronic,11/26/2008 02:10:21 AM
647,184.0,Spree: An Escape From Reality,133,Ethan Persoff,485,Side Two - Reset (and the Great Joke),Electronic,11/26/2008 02:10:23 AM
648,184.0,Spree: An Escape From Reality,133,Ethan Persoff,739,Side Two - Praise the Lord and Give Thanks,Electronic,11/26/2008 02:10:26 AM
649,184.0,Spree: An Escape From Reality,133,Ethan Persoff,614,Side Two - Bean Bag,Electronic,11/26/2008 02:10:29 AM
650,184.0,Spree: An Escape From Reality,133,Ethan Persoff,607,Side Two - Jake's Theme / Intermission,Electronic,11/26/2008 02:10:31 AM
651,184.0,Spree: An Escape From Reality,133,Ethan Persoff,468,Side Three - Part One / Start,Electronic,11/26/2008 02:10:33 AM
652,184.0,Spree: An Escape From Reality,133,Ethan Persoff,1495,Side Three - Part Two,Electronic,11/26/2008 02:10:36 AM
653,184.0,Spree: An Escape From Reality,133,Ethan Persoff,564,Side Three - Part Three,Electronic,11/26/2008 02:10:39 AM
654,184.0,Spree: An Escape From Reality,133,Ethan Persoff,1405,Side Three - Part Four,Electronic,11/26/2008 02:10:42 AM
655,184.0,Spree: An Escape From Reality,133,Ethan Persoff,392,Side Three - Part Five / Stop,Electronic,11/26/2008 02:10:45 AM
656,184.0,Spree: An Escape From Reality,133,Ethan Persoff,756,Side Four - Easy Slow and Easy (finale),Electronic,11/26/2008 02:10:49 AM
657,184.0,Spree: An Escape From Reality,133,Ethan Persoff,1034,Side Four - Record Label Track / Conclusion,Electronic,11/26/2008 02:10:51 AM
658,186.0,"""I Stayed Home ..."" (single)",133,Ethan Persoff,1502,I Stayed Home ...,Electronic,11/26/2008 02:10:55 AM
659,187.0,25 Lessons in HYPNOTISM,133,Ethan Persoff,544,side 1 - complaint (knock on wood),Electronic,11/26/2008 02:11:01 AM
660,187.0,25 Lessons in HYPNOTISM,133,Ethan Persoff,725,side 2 - dear mary elizabeth,Electronic,11/26/2008 02:11:04 AM
661,187.0,25 Lessons in HYPNOTISM,133,Ethan Persoff,406,side 3 - hidden speaking powers!,Electronic,11/26/2008 02:11:06 AM
662,187.0,25 Lessons in HYPNOTISM,133,Ethan Persoff,910,side 4 - upset german screaming,Electronic,11/26/2008 02:11:10 AM
663,187.0,25 Lessons in HYPNOTISM,133,Ethan Persoff,891,side 5 - conclusion,Electronic,11/26/2008 02:11:13 AM
664,187.0,25 Lessons in HYPNOTISM,133,Ethan Persoff,3510,side 6 - not funny,Electronic,11/26/2008 02:11:17 AM
665,1707.0,Forty Minutes Forty Memories: Horrible Music by Ethan Persoff,133,Ethan Persoff,4833,Disneyland (edit),Electronic,11/26/2008 02:11:20 AM
669,191.0,Change Thoughts,136,Fanatic,1114,Dream,Hip-Hop,11/26/2008 02:11:33 AM
670,190.0,Change Thoughts (radio edit),136,Fanatic,882,Triflin,Hip-Hop,11/26/2008 02:11:37 AM
671,191.0,Change Thoughts,136,Fanatic,593,Triflin,Hip-Hop,11/26/2008 02:11:40 AM
673,191.0,Change Thoughts,136,Fanatic,1665,Rise,Hip-Hop,11/26/2008 02:11:49 AM
675,191.0,Change Thoughts,136,Fanatic,523,Enterprizin,Hip-Hop,11/26/2008 02:11:55 AM
677,191.0,Change Thoughts,136,Fanatic,1071,The_Tension,Hip-Hop,11/26/2008 02:12:01 AM
679,191.0,Change Thoughts,136,Fanatic,1104,Change Thoughts,Hip-Hop,11/26/2008 02:12:08 AM
681,191.0,Change Thoughts,136,Fanatic,1748,Sunshine,Hip-Hop,11/26/2008 02:12:16 AM
682,190.0,Change Thoughts (radio edit),136,Fanatic,602,Killer Crossover,Hip-Hop,11/26/2008 02:12:18 AM
683,191.0,Change Thoughts,136,Fanatic,545,Killer Crossover,Hip-Hop,11/26/2008 02:12:22 AM
685,191.0,Change Thoughts,136,Fanatic,764,late Night Show,Hip-Hop,11/26/2008 02:12:30 AM
687,191.0,Change Thoughts,136,Fanatic,810,Murder,Hip-Hop,11/26/2008 02:12:37 AM
689,191.0,Change Thoughts,136,Fanatic,653,Propose A Toast,Hip-Hop,11/26/2008 02:12:43 AM
