2180,10822,6
8658,71363,2
7813,49099,3
3098,14725,1
2922,14174,9
1190,4205,2
5012,27426,4
8545,66662,5
8317,59916,9
7824,49131,6
6914,40944,7
5673,32453,5
8095,52364,4
4335,21522,7
8454,64256,8
342,1125,6
1581,5276,9
1392,4759,1
3259,15496,9
5251,29453,6
6469,38318,6
345,1129,1
1584,5279,8
651,1882,6
953,3705,5
509,1533,2
707,1960,7
8823,75905,9
351,1140,1
827,3499,7
7823,49130,6
2250,11126,8
5676,32456,2
1182,4197,9
2060,10000,8
1015,3809,4
1396,4763,6
2498,12114,5
8539,66655,7
6153,35528,4
6442,37952,8
7237,43512,9
8410,63481,8
1147,4109,4
3019,14424,8
1958,8568,6
590,1697,4
439,1367,2
1169,4155,5
3270,15547,1
1105,3934,2
428,1356,6
1204,4219,2
1774,7453,4
1094,3923,7
4332,21519,5
8705,72458,4
9112,93032,1
951,3703,4
1391,4752,8
705,1958,8
7614,47482,3
8416,63776,2
545,1614,5
1267,4376,5
3471,16699,7
1524,5161,8
8846,76499,2
1894,8021,3
8669,71494,9
1781,7460,9
5610,32077,4
2058,9998,2
8056,51712,2
1497,5098,2
2079,10061,2
5860,33187,2
416,1288,6
5276,29498,1
8450,64241,8
2907,13914,9
4155,20356,2
7670,47949,6
932,3682,8
833,3514,7
8830,76351,9
1228,4255,1
6481,38516,9
1501,5103,5
8670,71496,9
1153,4116,8
9303,104085,1
905,3633,2
834,3515,5
7589,47455,2
615,1727,5
3472,16700,1
8355,62584,7
7674,47953,3
8659,71364,7
420,1292,1
8131,54068,3
386,1189,7
8706,72459,9
529,1598,7
1964,8574,8
654,1885,4
695,1948,5
8703,72062,9
3543,17452,6
8322,59975,5
983,3763,6
9731,124526,3
829,3502,3
7046,41866,5
451,1413,9
6737,40029,1
523,1592,7
7303,44109,1
1199,4214,4
8230,56841,5
450,1412,9
1789,7480,6
8208,56479,4
2904,13867,5
369,1168,1
923,3658,8
840,3521,3
7678,47957,4
1150,4112,2
8090,52359,6
1177,4192,9
1195,4210,2
8592,68314,3
1582,5277,6
161,567,7
3014,14418,1
