6886,40794,6
67,321,5
431,1359,1
7842,49429,1
2854,13746,8
7614,47482,2
2497,12113,8
6603,39425,5
5429,30899,8
1848,7864,8
9447,111270,6
2391,11696,3
6374,37319,5
4328,21422,4
1314,4465,8
7426,45468,6
5951,33576,3
8921,82507,5
2083,10096,6
119,401,8
2896,13840,1
5621,32089,7
7059,41970,4
6530,38763,3
325,1078,9
9295,101447,5
1919,8203,9
1903,8187,4
5085,28059,8
2688,12815,8
610,1719,7
1508,5140,9
5847,33144,1
4610,23854,7
6434,37917,7
8682,71846,8
9396,109130,8
8259,57554,9
6528,38761,9
706,1959,3
688,1941,1
3448,16664,1
5388,30240,4
107,367,6
7993,50729,1
2834,13726,4
1569,5264,7
4533,23182,5
2565,12407,1
1418,4786,3
379,1182,4
1498,5100,6
1536,5177,9
4761,24942,2
8758,75054,8
1906,8190,7
363,1161,6
978,3758,2
1888,7995,4
8939,82907,4
7100,42235,2
1794,7488,2
1286,4405,4
5003,27409,8
5639,32302,1
6409,37639,1
5796,32917,3
555,1638,3
159,565,8
7154,42476,3
4420,22311,5
5408,30379,5
7362,44766,9
6304,36482,7
2146,10631,2
9010,86671,2
2511,12183,1
6317,36523,6
4451,22379,5
8603,69261,4
5579,31638,3
8919,82473,6
5716,32500,9
7268,43864,8
3556,17496,8
2013,9637,7
4111,20197,8
7021,41553,2
8840,76441,2
9732,124527,2
2636,12632,5
4607,23851,9
8075,52216,1
8532,66402,5
7525,46577,6
1793,7487,6
3370,16118,2
9547,115392,1
8227,56838,6
907,3635,4
8870,78994,5
8137,54166,6
7792,48923,2
6137,35461,1
1193,4208,2
8899,81664,4
1006,3800,6
6843,40556,2
3740,18692,4
6902,40875,8
4089,20055,6
615,1727,4
7559,47152,2
8109,53346,8
51,305,6
4822,25397,8
7927,50400,8
6395,37624,9
5090,28064,2
4087,20053,6
8277,58207,2
8368,62903,7
2306,11417,8
6208,36055,6
677,1919,3
2863,13765,5
2763,13201,7
7304,44154,6
1385,4720,7
9636,122469,4
843,3552,2
97,354,3
3189,15156,2
2494,12068,7
7630,47690,1
3692,18325,1
4413,22250,9
2188,10929,8
1487,5079,7
1564,5241,6
9728,124523,7
5300,29823,2
2194,10936,5
4876,26069,6
911,3645,7
3477,16706,2
6242,36135,2
7643,47823,5
3196,15209,2
2493,12067,7
3651,17998,9
9059,90694,1
7782,48824,3
9431,110756,6
7509,46271,9
4021,19760,8
304,1021,5
6473,38428,6
7711,48263,5
4651,24240,8
4102,20142,8
6751,40085,8
4108,20163,2
6629,39520,5
517,1545,8
8601,69258,8
8184,55554,8
6433,37910,7
503,1527,2
4740,24802,3
1768,7211,2
111,384,5
4536,23254,8
787,3429,4
979,3759,3
4874,26047,1
5418,30520,4
5398,30304,3
1812,7763,5
135,464,6
2060,10000,1
7250,43617,7
5041,27574,9
4343,21683,8
3433,16576,8
2051,9991,8
3710,18591,6
5557,31572,3
8665,71371,5
5912,33446,6
9711,123961,8
1588,5284,2
7589,47455,5
5597,32054,5
1639,6363,2
6125,35397,5
3952,19600,7
1191,4206,6
3135,14820,7
1077,3904,6
7929,50404,4
4206,20569,9
8718,73944,6
113,387,5
53,307,9
9233,99036,6
2320,11478,2
6918,40949,2
5880,33241,4
8480,65745,4
756,3358,5
740,3270,6
564,1649,1
2831,13715,8
9597,118923,8
2416,11780,4
9618,121471,5
2147,10666,3
6546,38782,9
6310,36488,7
4609,23853,6
4310,21190,5
2519,12195,4
2499,12115,8
417,1289,7
8158,54736,1
5101,28306,6
5731,32635,2
7293,44099,5
2776,13343,9
6783,40265,3
7565,47386,8
7841,49428,6
7443,45547,7
478,1450,3
2123,10427,2
9214,99015,2
3319,15858,2
1737,6799,9
7686,48158,5
8766,75201,1
8961,84289,2
5867,33201,9
7258,43844,2
5315,29842,7
5058,27676,7
2585,12495,6
7491,46159,6
4300,21090,1
6350,36964,2
1062,3876,9
9398,109132,9
4747,24811,4
923,3658,2
354,1143,2
4322,21410,9
5258,29460,1
5247,29449,8
5189,28761,5
1033,3838,9
1499,5101,3
7168,42530,6
1945,8495,7
6158,35539,5
4832,25687,5
4775,25014,8
2752,13133,4
632,1757,4
4151,20344,2
9015,86975,5
6649,39550,1
